No,Kode,Nama Barang,Spesifikasi,Satuan
1684,1.1.7.02.01.06.003.00075,Engsel,Jendela,SET
1685,1.1.7.02.01.06.003.00084,Grendel,Kuningan / Crom (Kuning),BUAH
1686,1.1.7.02.01.06.003.05009,Pintu Alumunium lengkap dengan kusen 1 set,"Berbahan Alumnium, Ukuran 100x200 cm",SET
1687,1.1.7.02.01.06.003.05010,"Pintu Dorong Hot Dip BRC, Include Tiang & aksesoris",uk. 3 x 1.75 m,M2
1688,1.1.7.02.01.06.003.05011,"Pintu Swing Tunggal Hot Dip BRC, Include Tiang & Aksesoris",uk. 1 x 1.75 m,M2
1689,1.1.7.02.01.03.009.00009,Whiteboard double face,918 x 900 x 1800,UNIT
1690,1.1.7.02.01.04.001.00185,Active Speaker Outdoor,-,UNIT
1691,1.1.7.02.02.03.002.00022,Pipa Galvanis,"Dia 1-1/2"" 6m Medium A",BATANG
1692,1.1.7.02.02.03.002.00025,Pipa Galvanis,"Dia 3"" 6m Medium A",BATANG
1693,1.1.7.02.02.03.002.00026,Pipa Galvanis,"2""",BATANG
1694,1.1.7.02.02.03.004.00007,Reducer Galvanis,"Uk. 2,5 inch x 3 inch",BUAH
1695,1.1.7.02.02.03.004.00032,Pipa Galvanis,"Dia 1"" 6m Medium B",BATANG
1696,1.1.7.02.02.03.004.00045,Dop/ Cap (D) Pipa,"Ukuran 2""",BUAH
1697,1.1.7.02.02.03.004.00046,Dop/ Cap (D) Pipa,"Ukuran 3""",BUAH
1698,1.1.7.02.02.03.005.00002,Hollow GALVANIS,4 x 4 cm tebal 1.5 mm,PER BATANG
1699,1.1.7.02.02.03.005.00003,Hollow GALVANIS,2 x 4 cm tebal 1.5 mm,PER BATANG
1700,1.1.7.02.02.04.001.00005,Elbow 45 Dia 4â€,Tipe Aw,BUAH
1701,1.1.7.02.02.04.001.00006,Elbow 45 Dia 6â€,Tipe Aw,BUAH
1702,1.1.7.02.02.04.001.00015,Sock Drat Dalam,"Diameter 2Inch, AW",BUAH
1703,1.1.7.02.02.04.001.00016,Elbow 90,"Spesifikasi : uk. Ø 2,5'', type AW, Merk Rucika",BUAH
1704,1.1.7.02.02.04.001.00017,Sambungan Talang Air Kotak,"Uk. 4""",BUAH
1705,1.1.7.02.02.04.001.00018,Sock TY,"Spesifikasi : uk. Ø. 4 - 6 "", Merk Rucika type AW",BUAH
1706,1.1.7.02.02.04.001.00030,"Tee Ukuran 2""",Type Aw,BUAH
1707,1.1.7.02.02.06.001.00012,Sock PVC Polos,"Uk. 6"" Type AW",ROLL
1708,1.1.7.02.02.06.001.00013,Tee Pipa PVC,"Uk. Ø 8'', type AW",BUAH
1709,1.1.7.02.02.06.001.00033,Reducer Vlock Sock PVC,"Uk. 8""x 4"", Merk Rucika",BUAH
1710,1.1.7.02.02.06.001.00034,Reducer Vlock Sock PVC,"Ø 6 x 4"" type AW",BUAH
1711,1.1.7.02.02.06.001.00035,Reducer Vlok Sock PVC,"Ø 10'' x 8'', type AW merk Rucika",BUAH
1712,1.1.7.02.02.06.001.00036,Reducer Vlok Sock PVC,"Ø 8'' x 6'', type AW merk Rucika",BUAH
1713,1.1.7.02.02.06.001.00037,Sock Drat Dalam PVC,"Uk. 1""",BUAH
1714,1.1.7.02.02.06.001.00038,Sock Drat Dalam PVC,"Uk. Ø1/2"" Type AW",BUAH
1715,1.1.7.02.02.06.001.00039,Sock Drat Luar PVC,"Uk. 1/2"" Type AW",BUAH
1716,1.1.7.02.02.06.001.00040,Sock PVC Polos,"Uk. 8"", type AW, merk Rucika",BUAH
1717,1.1.7.02.02.06.001.00047,"Water mur uk 2,5""","Ukuran 2,5 Inch",BUAH
1718,1.1.7.02.02.06.001.00048,"Water mur uk 2""",Ukuran 2 Inch,BUAH
1719,1.1.7.02.02.06.001.00049,Pipa Pvc Dia. 8,Type Aw,BATANG
1720,1.1.7.02.02.06.001.00057,Elbow,-,BATANG
1721,1.1.7.02.02.06.001.00058,Talang air kotak,"Warna Putih, uk. 4""",BATANG
1722,1.1.7.02.02.06.001.00059,"Pipa + Tutup Pipa Biopori Ø 4'', Pj. 50 cm","Diameter 4 inch, Panjang 50 cm",BUAH
1723,1.1.7.02.02.06.001.00080,Pipa Listrik,5/8,BATANG
1724,1.1.7.02.02.06.001.00081,Tutup Dop Saringan Pvc,Spesifikasi : uk. Ø 6'''',BH
1725,1.1.7.02.02.06.001.00082,Reducer Vlock Sock PVC,"uk. 1""x 1/2"", Merk Rucika",BUAH
1726,1.1.7.02.02.06.001.00083,Tutup Dop Pvc,"Spesifikasi : uk. Ø 8"", Merk Rucika type AW",BH
1727,1.1.7.02.02.06.001.00084,Sock PVC Polos,"Spesifikasi : uk. 2,5""",BUAH
1728,1.1.7.02.02.06.001.00085,Tutup Dop Pvc,Dia 6”,BUAH
1729,1.1.7.02.02.06.001.00086,Belokan Talang PVC,"Uk. 4""",BUAH
1730,1.1.7.02.02.06.001.00087,Water Mur PVC,"uk. 1""",BUAH
1731,1.1.7.02.02.06.001.00088,Corong Talang PVC,"Uk. 4""",BUAH
1732,1.1.7.02.02.06.001.00089,Tee Pipa PVC,"Spesifikasi : uk. Ø 2,5'', type AW, Merk Rucika",BUAH
1733,1.1.7.02.02.06.001.00090,Tee Pipa PVC,"Spesifikasi : uk. Ø 6'', type AW, Merk Rucika",BUAH
1734,1.1.7.02.02.06.001.00091,Tutup Dop Pvc,Spesifikasi : uk. Ø 6'',BUAH
1735,1.1.7.02.02.06.001.00092,Gantungan / Bracket Talang Kotak PVC,"Uk. 4""",BUAH
1736,1.1.7.02.02.06.001.00097,"Pipa PVC Uk. Ø 10"",",Type AW,BATANG
1737,1.1.7.02.02.06.001.00098,Sock Drat Luar PVC,"Uk. 1""",BUAH
1738,1.1.7.02.02.06.001.00113,"Socket Pvc Uk. 3""",Type Aw,BUAH
1739,1.1.7.02.02.06.001.00114,"Socket Pvc Uk. 6""",Type Aw,BUAH
1740,1.1.7.02.02.06.001.00116,"Elbow 90' Pipa PVC, Spesifikasi : uk. Ø 6"", type AW, Merk Rucika","Kemiringan 90 derajat, diameter 6 inch",BUAH
1741,1.1.7.02.02.06.001.00117,"Elbow 90' Pipa PVC, Spesifikasi : uk. Ø 8"", type AW, Merk Rucika","Kemiringan 90 derajat, diameter 8 inch",BUAH
1742,1.1.7.02.02.06.001.00118,Elbow 90 Galvanis,Uk. 3 inch,BUAH
1743,1.1.7.02.02.06.001.00121,"Water Mur 1,5 Inch","PVC, Merk Onda",BUAH
1744,1.1.7.02.02.06.001.00123,Pipa Pvc Dia. 2 1/ 2,Type Aw,BATANG
1745,1.1.7.02.02.06.001.00131,Pipa Pvc Dia. 10,Type D,BATANG
1746,1.1.7.02.02.06.001.00134,"Elbow 90, Spesikasi : uk. Ø 4” , Merk Rucika type AW","Kemiringan 90 derajat, diameter 4 inch",BUAH
1747,1.1.7.02.02.06.001.00135,"Elbow 90, Spesifikasi : uk. Ø 4'' , type AW","Kemiringan 90 derajat, diameter 4 inch",BUAH
1748,1.1.7.02.02.06.001.00136,"Reducing Socket 4"" x 2""",Type AW,BUAH
1749,1.1.7.02.02.06.001.00139,"Tee 3""",Type AW,BUAH
1750,1.1.7.02.02.06.001.00145,"Elbow 1/2""",Type AW,BUAH
1751,1.1.7.02.02.06.001.00154,"Elbow 45 derajat 3""",Type AW,BUAH
1752,1.1.7.02.02.06.001.00156,"Elbow 45 derajat 2-1/2""",Type AW,BUAH
1753,1.1.7.02.02.06.001.00161,"Reducing Socket 4"" x 3""",Type AW,BUAH
1754,1.1.7.02.02.06.001.00169,"Elbow 45 derajat 2""",Type AW,BUAH
1755,1.1.7.02.02.06.001.00178,"Large Radius Tee 4""",Type AW,BUAH
1756,1.1.7.02.02.06.001.00182,"Elbow 3""",Type AW,BUAH
1757,1.1.7.02.02.06.001.00183,"Tee 4""",Type AW,BUAH
1758,1.1.7.02.02.06.001.00184,"Reducing Socket 1"" x 1/2""",Type AW,BUAH
1759,1.1.7.02.02.06.001.00188,"Elbow 2""",Type AW,BUAH
1760,1.1.7.02.02.06.001.00194,Pipa PVC Tipe AW Diameter 3.0,-,BATANG
1761,1.1.7.02.02.06.001.00198,SAMBUNGAN PIPA PVC-SOCK DIA. 4'',-,PCS
1762,1.1.7.02.02.06.001.00227,Pekerjaan Pipa PVC Diameter 6 inchi,"Terpasang, Bahan pipa PVC Diameter 6 inchi kuat tekan 10 Kg/cm2, Galian, Lantai Kerja 5 cm, Pemasangan, Perapihan",M
1763,1.1.7.02.02.06.001.00229,Tutup Talang Kotak PVC,"Uk. 4""",BUAH
1764,1.1.7.02.02.06.001.00241,Sock Drat Luar,"Spesifikasi: Dia. 2"" AW",BUAH
1765,1.1.7.02.02.06.001.00242,Sock Drat Luar,"Uk diameter 2,5"" type AW",BUAH
1766,1.1.7.02.02.06.001.00243,Reducer Vlock Sock PVC,"Uk. dia 4"" x 2.5"", type aw",BUAH
1767,1.1.7.02.02.06.001.00244,Tutup Dop Saringan Pvc,"uk. dia 4""",BUAH
1768,1.1.7.02.02.06.001.00245,Watermur PVC,uk 3 inch,BUAH
1769,1.1.7.02.02.06.001.00246,Tutup Dop Pvc,"uk. dia 2.5""",BUAH
1770,1.1.7.02.02.06.001.00251,Sock Drat Dalam,"Uk diameter 2,5"" type AW",BUAH
1771,1.1.7.02.02.06.003.00022,Flange HDPE Diameter 3 inch,-,UNIT
1772,1.1.7.02.02.06.003.00025,Water Meter Induk,Diameter 4 Inch,UNIT
1773,1.1.7.02.02.06.003.00029,"Reducer Sock Dia. 2 X 1,5""",Type Aw,BUAH
1774,1.1.7.01.02.10.001.00005,Terpal,-,LEMBAR
1775,1.1.7.01.02.01.001.00663,Fitting Lampu,,BUAH
1776,1.1.7.01.02.01.001.00910,Kontaktor,Spesifikasi : 3P 40A 220VAC,PCS
1777,1.1.7.01.02.01.001.00924,Velg Gerobak,Ring 17,PASANG
1778,1.1.7.01.02.01.001.01115,Bearing Roda,-,BUAH
1779,1.1.7.01.02.01.001.01175,BAN DALAM SEPEDA MOTOR,UK. 90/80 R17,BUAH
1780,1.1.7.01.02.01.001.01178,BAN LUAR SEPEDA MOTOR,UK. 90/80 R17,BUAH
1781,1.1.7.01.02.01.001.01632,Van Belt,-,BUAH
1782,1.1.7.01.02.01.001.02445,Oil Compressor,-,SET
1783,1.1.7.01.02.01.001.03233,Whel disc(velg),MB183463,PCS
1784,1.1.7.01.02.01.001.03741,Ban Luar Belakang,80/90-17,UNIT
1785,1.1.7.01.02.01.001.03842,Ban Dalam Gerobak Motor,Uk. 450/ 12 Depan/ Belakang,BUAH
1786,1.1.7.01.02.01.001.03843,Ban Luar Gerobak Motor,Uk. 450/ 12 Depan/ Belakang,BUAH
1787,1.1.7.01.02.01.001.03908,MCB 1 Phase,1 Phase 10 A,BUAH
1788,1.1.7.01.02.01.001.03909,MCB 3 Phase (10 Ampere),3 Phase 10 Ampere,BUAH
1789,1.1.7.01.02.01.001.03973,MCB 3 Phase [A9K24306 (6A)],-,PCS
1790,1.1.7.01.02.01.001.04781,Ban Dalam Sepeda Motor,70/90-17,BUAH
1791,1.1.7.01.02.01.003.00089,Matt,Tipe 450 Marine Use,KG
1792,1.1.7.01.02.01.003.00090,Resin,Tipe 157 Marine Use,KG
1793,1.1.7.01.02.01.004.00002,Pelampung Otomatis,250 Volt,UNIT
1794,1.1.7.01.02.08.001.00024,Kunci Ring Pas,Set 14 Pcs (8-24Mm),SET
1795,1.1.7.01.02.08.001.00025,Kunci L,Hexagon 2 - 10 Mm (8 Pc),SET
1796,1.1.7.01.02.08.001.00038,WD 40,-,PCS
1797,1.1.7.01.02.08.001.00042,Tang/Press Skun,Besar,PCS
1798,1.1.7.01.02.08.001.00047,Mata Gergaji Besi,12 Inchi,BUAH
1799,1.1.7.01.02.08.001.00071,MATA BOR,-,SET
1800,1.1.7.01.02.08.001.00072,Mata Bor Besi,Ukuran 3 mm,SET
1801,1.1.7.01.02.08.001.00073,MATA BOR BETON,UK 12,BOX
1802,1.1.7.01.02.08.001.00074,MATA BOR BETON,UK 10,BOX
1803,1.1.7.01.02.08.001.00076,CIRCULAR SAW MACHINE,"7""",UNIT
1804,1.1.7.01.02.08.001.00078,Mata Gergaji Potong,"Sandflex 450 x 32 x 1,6 mm",BUAH
1805,1.1.7.01.02.08.001.00083,Tang,(1Set/3Bh),SET
1806,1.1.7.01.02.08.001.00084,Tang Kombinasi,"Merk Teriko, Ukuran 7 Inch",BUAH
1807,1.1.7.01.02.08.001.00086,Tang ampere,Spesifikasi : analog clamp meter 600A,PCS
1808,1.1.7.01.02.08.001.00164,Mata Bor Besi,6 mm,PCS
1809,1.1.7.01.02.08.001.00165,Mata Bor Besi,8 mm,PCS
1810,1.1.7.01.02.08.001.00166,Mata Bor Besi,14 mm,PCS
1811,1.1.7.01.02.08.001.00167,Mata Bor Besi,16.5 mm,PCS
1812,1.1.7.01.02.08.001.00168,Mata Bor Besi,22.5 mm,PCS
1813,1.1.7.01.02.08.001.00169,Mata Bor Beton,8 X 160 MM,PCS
1814,1.1.7.01.02.08.001.00170,Mata Bor Beton,10 X 160 MM,PCS
1815,1.1.7.01.02.08.001.00172,Mata Bor Besi,12 mm,PCS
1816,1.1.7.01.02.08.001.05011,Mata Bor Besi,13 mm,BUAH
1817,1.1.7.01.02.08.001.05012,Mata Bor Besi,"6,5 mm",BUAH
1818,1.1.7.01.02.08.001.05013,Mata Bor Besi,"9,5 mm",BUAH
1819,1.1.7.01.02.08.001.05014,Mata Bor Kayu,13 mm,BUAH
1820,1.1.7.01.02.08.001.05015,Mata Bor Kayu,9 mm,BUAH
1821,1.1.7.01.02.08.001.05016,Mata Pisau Gerinda Asah,"4 inch, tebal min. 5 mm",BUAH
1822,1.1.7.01.02.08.001.05017,Mata Pisau Gerinda Potong,"14 inch, tebal min. 3 mm",BUAH
1823,1.1.7.01.02.08.001.05018,Mata Pisau Gerinda Potong,"4 inch, tebal min. 1,2 mm",BUAH
1824,1.1.7.01.02.08.002.00003,Kawat Las,-,PCS
1825,1.1.7.01.02.08.002.00005,Tang,"Tang Kombinasi (multi fungsi), warna gagang hitam, bahan logam berlapis karet, minimal 7 inchi",BUAH
1826,1.1.7.01.02.08.002.00006,Kikir,"Type: Bulat Uk.8""",BUAH
1827,1.1.7.01.02.08.002.00013,Kunci Inggris,6 - 24 Inch,SET
1828,1.1.7.01.02.08.002.00015,KUNCI INGGRIS,-,PCS
1829,1.1.7.01.02.08.002.00029,Palu,Gagang besi 16 oz,BUAH
1830,1.1.7.01.02.08.002.00031,Tang Jepit,-,BUAH
1831,1.1.7.01.02.08.002.00035,Tang Potong,-,BUAH
1832,1.1.7.01.02.08.002.00043,Tang Kupas Kabel,"Ukuran 10""",BUAH
1833,1.1.7.01.02.08.002.00045,Tang,Berbahan Besi,BUAH
1834,1.1.7.01.02.08.002.00047,Obeng,Tespen Ac,BUAH
1835,1.1.7.01.02.08.002.00070,Sendok Semen,"Ukuran 10"" Gagang Kayu",BUAH
1836,1.1.7.01.02.08.002.00079,Holder Las,-,BUAH
1837,1.1.7.01.02.08.002.00100,Kunci Pembengkok Besi,Dia 13 mm,PCS
1838,1.1.7.01.02.08.002.00172,Water Proofing,-,PAIL
1839,1.1.7.01.02.08.002.00186,Mata Bor Beton,6 X 160 MM,PCS
1840,1.1.7.01.02.08.002.00188,Tester Hammer,Manual,UNIT
1841,1.1.7.01.02.08.002.00189,Mata Bor Besi,10 mm,PCS
1842,1.1.7.01.02.08.002.00204,Mata Gerinda Amplas,4 Inch,PCS
1843,1.1.7.01.02.08.002.50005,Tang Buaya,"Lurus Uk. 10 inch, merek tekiro",UNIT
1844,1.1.7.01.02.02.001.02247,Specer,"uk. 4""",BUAH
1845,1.1.7.01.02.02.001.02248,"Main Frame, Cross Brace dan Join Pin",Catwalk 4 Buah + Swivel Clamp 16 Buah,SET
1846,1.1.7.01.02.03.001.00022,PH METER,PORTABLE PH METER,UNIT
1847,1.1.7.01.02.03.001.00508,scafolding,bahan besi ukuran 2 meter dan ambalan,SET
1848,1.1.7.01.02.03.001.00679,TDS Meter,Digital,BUAH
1849,1.1.7.01.02.04.006.00011,Roskam Plastik,-,BUAH
1850,1.1.7.01.02.04.006.00013,Mata Pisau Potong/ Cut Off,"Metabo Dia. 14""",BUAH
1851,1.1.7.01.02.04.006.00015,Pisau Gerinda,14 Inch,PCS
1852,1.1.7.01.02.04.006.00024,Tangga Teleskoptik,-,BUAH
1853,1.1.7.01.02.04.006.00077,Gemuk WR-NL,-,KG
1854,1.1.7.01.02.04.006.00100,Bulkhead Fitting,Uk. 2 inch,BUAH
1855,1.1.7.01.02.04.006.50005,Klem Penjepit Kayu,uk. 80 cm,BUAH
1856,1.1.7.01.02.04.006.50010,Compound Tembok,@20 kg,ZAK
1857,1.1.7.01.02.04.010.50002,Tang Ampere,-,PCS
1858,1.1.7.01.02.04.010.50013,Relay,Termal Overload Relay TH-N12; 7A-11A,PCS
1859,1.1.7.01.02.04.011.00293,Kubus Beton Masif,"Uk. 40x40x40 cm, mutu beton K. 350",UNIT
1860,1.1.7.01.02.04.032.50015,Siku Las Magnet,-,BUAH
1861,1.1.7.01.02.04.038.00013,Benang Jahit,-,ROLL
1862,1.1.7.01.02.04.047.00007,Peil Scale,Elevasi 2 meter,BUAH
1863,1.1.7.01.02.04.048.00002,Kontaktor,-,BUAH
1864,1.1.7.01.02.04.048.00006,Kontaktor,Spesifikasi : 3 Phase 32Ampere,PCS
1865,1.1.7.01.02.04.048.00088,Overload,Lokal Standar Sni,BUAH
1866,1.1.7.01.02.04.048.50003,Overload,LRD 08,BUAH
1867,1.1.7.01.02.04.048.50004,Overload,LRD 10,BUAH
1868,1.1.7.01.02.04.048.50005,Overload,LRD 12,BUAH
1869,1.1.7.01.02.04.048.50006,Thermal Overload Relay,LC1D09M7,BUAH
1870,1.1.7.01.02.04.048.50007,Kontaktor 3 Phase,25A / 9A,BUAH
1871,1.1.7.01.02.04.048.50008,Kontaktor 3 Phase,32A / 18A,BUAH
1872,1.1.7.01.02.04.052.00005,Pompa gerobak tabung manual,-,BUAH
1873,1.1.7.01.02.06.001.00021,Portable Sound System,Wireless,UNIT
1874,1.1.7.01.02.06.002.00048,Webcam,"1080p HD, USB",UNIT
1875,1.1.7.01.02.11.001.00011,Pemotongan Hoisting Rope,-,UNIT
